Fecha Nacimiento;Nivel Educativo;Completo Nivel Educativo;Idioma;
1993-06-22;Terciaria;Completó;Inglés;
1993-06-22;Secundaria;Completó;Inglés;
1993-06-22;Terciaria;Completó;Inglés;
1993-06-22;Secundaria;Completó;Inglés;
1993-06-22;Terciaria;Completó;Inglés;
1993-06-22;Secundaria;Completó;Portugues;
1993-06-22;Terciaria;Completó;Portugues;
1996-12-18;Secundaria;En Curso;Inglés;
1996-12-18;Secundaria;En Curso;Inglés;
1996-12-18;Secundaria;En Curso;Inglés;
1991-04-01;Secundaria;Incompleto;Inglés;
1991-04-01;Secundaria;Incompleto;Inglés;
1991-04-01;Secundaria;Incompleto;Inglés;
1997-05-12;Secundaria;Completó;Inglés;
1997-05-12;Secundaria;Completó;Inglés;
1997-05-12;Secundaria;Completó;Inglés;
1979-01-30;Universitaria;Incompleto;Inglés;
1971-05-31;Terciaria;Completó;Inglés;
1971-05-31;Terciaria;Completó;Inglés;
1971-05-31;Terciaria;Completó;Inglés;
1988-04-13;Terciaria;Incompleto;Francés;
1988-04-13;Terciaria;Incompleto;Francés;
1988-04-13;Terciaria;Incompleto;Francés;
1988-04-13;Terciaria;Incompleto;Inglés;
1988-04-13;Terciaria;Incompleto;Inglés;
1988-04-13;Terciaria;Incompleto;Inglés;
1988-04-13;Terciaria;Incompleto;Portugues;
1988-04-13;Terciaria;Incompleto;Portugues;
1988-04-13;Terciaria;Incompleto;Portugues;
1988-04-22;Secundaria;Completó;Inglés;
1988-04-22;Terciaria;Incompleto;Inglés;
1988-04-22;Secundaria;Completó;Inglés;
1988-04-22;Terciaria;Incompleto;Inglés;
1988-04-22;Secundaria;Completó;Portugues;
1988-04-22;Terciaria;Incompleto;Portugues;
1988-04-22;Secundaria;Completó;Portugues;
1988-04-22;Terciaria;Incompleto;Portugues;
1988-04-22;Secundaria;Completó;Portugues;
1988-04-22;Terciaria;Incompleto;Portugues;
1961-07-02;Primaria;Completó;Inglés;
1961-07-02;Secundaria;Completó;Inglés;
1961-07-02;Primaria;Completó;Inglés;
1961-07-02;Secundaria;Completó;Inglés;
1976-06-24;Universitaria;Incompleto;Inglés;
1976-06-24;Universitaria;Incompleto;Inglés;
1976-06-24;Universitaria;Incompleto;Inglés;
1997-09-12;Primaria;Completó;Inglés;
1997-09-12;Secundaria;En Curso;Inglés;
1997-05-05;Secundaria;En Curso;Inglés;
1995-02-26;Secundaria;Incompleto;Inglés;
1995-02-26;Secundaria;Incompleto;Portugues;
1985-01-04;Secundaria;Completó;Inglés;
1985-01-04;Secundaria;Completó;Inglés;
1985-01-04;Secundaria;Completó;Inglés;
1985-01-04;Secundaria;Completó;Danes;
1985-01-04;Secundaria;Completó;Danes;
1985-01-04;Secundaria;Completó;Danes;
1995-11-28;Secundaria;Completó;Inglés;
1997-07-20;Secundaria;En Curso;Inglés;
1997-07-20;Secundaria;En Curso;Inglés;
1997-07-20;Secundaria;En Curso;Inglés;
1987-11-22;Secundaria;En Curso;Inglés;
1987-11-22;Secundaria;En Curso;Inglés;
1987-11-22;Secundaria;En Curso;Inglés;
1988-05-12;Secundaria;Completó;Inglés;
1988-05-12;Secundaria;Completó;Inglés;
1988-05-12;Secundaria;Completó;Inglés;
1997-06-18;Secundaria;Completó;Inglés;
1997-06-18;Secundaria;Completó;Inglés;
1997-06-18;Secundaria;Completó;Inglés;
1993-08-18;Terciaria;En Curso;Inglés;
1993-08-18;Terciaria;En Curso;Inglés;
1993-08-18;Terciaria;En Curso;Inglés;
1993-08-12;Secundaria;Completó;Inglés;
1993-08-12;Terciaria;En Curso;Inglés;
1993-08-12;Secundaria;Completó;Inglés;
1993-08-12;Terciaria;En Curso;Inglés;
1990-07-03;Universitaria;Incompleto;Inglés;
1993-08-12;Secundaria;Completó;Inglés;
1993-08-12;Terciaria;En Curso;Inglés;
1990-07-03;Universitaria;Incompleto;Inglés;
1990-07-03;Universitaria;Incompleto;Inglés;
1985-07-02;Secundaria;Incompleto;Inglés;
1985-07-02;Secundaria;Incompleto;Inglés;
1985-07-02;Secundaria;Incompleto;Inglés;
1997-06-03;Secundaria;En Curso;Inglés;
1997-06-03;Secundaria;En Curso;Inglés;
1997-06-03;Secundaria;En Curso;Inglés;
1978-07-16;Terciaria;Completó;Francés;
1978-07-16;Terciaria;Completó;Francés;
1978-07-16;Terciaria;Completó;Francés;
1978-07-16;Terciaria;Completó;Francés;
1978-07-16;Terciaria;Completó;Francés;
1978-07-16;Terciaria;Completó;Francés;
1978-07-16;Terciaria;Completó;Francés;
1978-07-16;Terciaria;Completó;Francés;
1978-07-16;Terciaria;Completó;Francés;
1978-07-16;Terciaria;Completó;Inglés;
1978-07-16;Terciaria;Completó;Inglés;
1978-07-16;Terciaria;Completó;Inglés;
1978-07-16;Terciaria;Completó;Inglés;
1978-07-16;Terciaria;Completó;Inglés;
1978-07-16;Terciaria;Completó;Inglés;
1978-07-16;Terciaria;Completó;Inglés;
1978-07-16;Terciaria;Completó;Inglés;
1978-07-16;Terciaria;Completó;Inglés;
1998-04-21;Secundaria;Incompleto;Inglés;
1997-12-11;Secundaria;Incompleto;Inglés;
1997-12-11;Secundaria;Incompleto;Inglés;
1997-12-11;Secundaria;Incompleto;Inglés;
1984-03-12;Secundaria;Completó;Aleman;
1984-03-12;Secundaria;Completó;Aleman;
1984-03-12;Secundaria;Completó;Inglés;
1984-03-12;Secundaria;Completó;Inglés;
1984-03-12;Secundaria;Completó;Inglés;
1984-03-12;Secundaria;Completó;Portugues;
1961-02-02;Universitaria;Completó;Inglés;
1961-02-02;Universitaria;Completó;Inglés;
1961-02-02;Universitaria;Completó;Inglés;
1961-02-02;Universitaria;Completó;Portugues;
1961-02-02;Universitaria;Completó;Portugues;
1961-02-02;Universitaria;Completó;Portugues;
1998-02-12;Secundaria;Incompleto;Inglés;
1998-02-12;Secundaria;Incompleto;Inglés;
1998-02-12;Secundaria;Incompleto;Inglés;
1992-05-08;Secundaria;En Curso;Inglés;
1992-05-08;Secundaria;En Curso;Inglés;
1992-05-08;Secundaria;En Curso;Inglés;
1980-09-13;Universitaria;Incompleto;Inglés;
1980-09-13;Universitaria;Incompleto;Inglés;
1969-02-06;Primaria;Completó;Inglés;
1980-09-13;Universitaria;Incompleto;Inglés;
1969-02-06;Primaria;Completó;Inglés;
1969-02-06;Primaria;Completó;Inglés;
1992-09-15;Secundaria;Completó;Inglés;
1992-09-15;Secundaria;Completó;Inglés;
1992-09-15;Secundaria;Completó;Inglés;
1969-02-06;Primaria;Completó;Portugues;
1969-02-06;Primaria;Completó;Portugues;
1969-02-06;Primaria;Completó;Portugues;
1993-03-16;Secundaria;En Curso;Inglés;
1993-03-16;Secundaria;En Curso;Inglés;
1993-03-16;Secundaria;En Curso;Inglés;
1998-08-04;Secundaria;Incompleto;Inglés;
1998-08-04;Secundaria;Incompleto;Inglés;
1998-08-04;Secundaria;Incompleto;Inglés;
1998-08-04;Secundaria;Incompleto;Portugues;
1998-08-04;Secundaria;Incompleto;Portugues;
1998-08-04;Secundaria;Incompleto;Portugues;
1975-11-20;Secundaria;Completó;Inglés;
1975-11-20;Secundaria;Completó;Portugues;
1997-10-22;Secundaria;Incompleto;Inglés;
1997-10-22;Secundaria;Incompleto;Inglés;
1997-10-22;Secundaria;Incompleto;Inglés;
1993-03-10;Universitaria;Completó;Inglés;
1993-03-10;Universitaria;Completó;Inglés;
1993-03-10;Universitaria;Completó;Inglés;
1986-11-14;Secundaria;Completó;Inglés;
1986-11-14;Secundaria;Completó;Inglés;
1986-11-14;Secundaria;Completó;Inglés;
1987-05-12;Secundaria;Incompleto;Inglés;
1987-05-12;Secundaria;Incompleto;Inglés;
1987-05-12;Secundaria;Incompleto;Inglés;
1997-08-22;Secundaria;Incompleto;Inglés;
1988-01-19;Universitaria;En Curso;Inglés;
1988-01-19;Universitaria;En Curso;Inglés;
1988-01-19;Universitaria;En Curso;Inglés;
1981-07-17;Secundaria;Incompleto;Inglés;
1981-07-17;Secundaria;Incompleto;Portugues;
1980-08-23;Secundaria;Incompleto;Inglés;
1980-08-23;Secundaria;Incompleto;Inglés;
1980-08-23;Secundaria;Incompleto;Inglés;
1955-10-08;Secundaria;Incompleto;Inglés;
1955-10-08;Secundaria;Incompleto;Inglés;
1955-10-08;Secundaria;Incompleto;Inglés;
1955-10-08;Secundaria;Incompleto;Portugues;
1955-10-08;Secundaria;Incompleto;Portugues;
1955-10-08;Secundaria;Incompleto;Portugues;
1997-10-25;Secundaria;Incompleto;Inglés;
1997-10-25;Secundaria;Incompleto;Inglés;
1997-10-25;Secundaria;Incompleto;Inglés;
1998-06-14;Secundaria;Incompleto;Inglés;
1998-06-14;Secundaria;Incompleto;Inglés;
1998-06-14;Secundaria;Incompleto;Inglés;
1987-05-21;Secundaria;Completó;Inglés;
1987-05-21;Terciaria;En Curso;Inglés;
1987-05-21;Secundaria;Completó;Inglés;
1987-05-21;Terciaria;En Curso;Inglés;
1987-05-21;Secundaria;Completó;Inglés;
1987-05-21;Terciaria;En Curso;Inglés;
1989-04-20;Universitaria;Completó;Inglés;
1989-04-20;Universitaria;Completó;Inglés;
1989-04-20;Universitaria;Completó;Inglés;
1984-07-09;Primaria;Completó;Inglés;
1984-07-09;Secundaria;Completó;Inglés;
1984-07-09;Universitaria;Completó;Inglés;
1993-05-28;Secundaria;Completó;Inglés;
1993-05-28;Terciaria;Incompleto;Inglés;
1995-01-30;Secundaria;Incompleto;Inglés;
1993-05-28;Secundaria;Completó;Inglés;
1993-05-28;Terciaria;Incompleto;Inglés;
1993-05-28;Secundaria;Completó;Inglés;
1993-05-28;Terciaria;Incompleto;Inglés;
1978-02-28;Secundaria;Completó;Inglés;
1978-02-28;Secundaria;Completó;Inglés;
1978-02-28;Secundaria;Completó;Inglés;
1996-07-13;Secundaria;En Curso;Inglés;
1996-07-13;Secundaria;En Curso;Inglés;
1996-07-13;Secundaria;En Curso;Inglés;
1998-06-22;Secundaria;Incompleto;Inglés;
1996-09-22;Secundaria;Incompleto;Inglés;
1996-09-22;Secundaria;Incompleto;Inglés;
1996-09-22;Secundaria;Incompleto;Inglés;
1990-08-22;Primaria;Completó;Inglés;
1984-03-20;Universitaria;Completó;Italiano;
1984-03-20;Universitaria;Completó;Italiano;
1984-03-20;Universitaria;Completó;Italiano;
1977-09-21;Secundaria;Completó;Inglés;
1977-09-21;Secundaria;Completó;Inglés;
1977-09-21;Secundaria;Completó;Inglés;
1997-12-08;Universitaria;Incompleto;Inglés;
1997-12-08;Universitaria;Incompleto;Inglés;
1997-12-08;Universitaria;Incompleto;Inglés;
1997-02-28;Secundaria;Incompleto;Inglés;
1980-02-12;Primaria;Completó;Inglés;
1980-02-12;Secundaria;Completó;Inglés;
1980-02-12;Primaria;Completó;Inglés;
1980-02-12;Secundaria;Completó;Inglés;
1980-02-12;Primaria;Completó;Inglés;
1980-02-12;Secundaria;Completó;Inglés;
1980-02-12;Primaria;Completó;Portugues;
1980-02-12;Secundaria;Completó;Portugues;
1980-02-12;Primaria;Completó;Portugues;
1980-02-12;Secundaria;Completó;Portugues;
1995-12-16;Secundaria;Completó;Inglés;
1998-03-14;Secundaria;Completó;Inglés;
1995-12-16;Secundaria;Completó;Inglés;
1998-03-14;Secundaria;Completó;Inglés;
1998-03-14;Secundaria;Completó;Inglés;
1995-12-16;Secundaria;Completó;Inglés;
1993-07-17;Primaria;Completó;Inglés;
1993-07-17;Secundaria;Completó;Inglés;
1993-07-17;Primaria;Completó;Inglés;
1993-07-17;Secundaria;Completó;Inglés;
1993-07-17;Primaria;Completó;Inglés;
1993-07-17;Secundaria;Completó;Inglés;
1979-09-07;Secundaria;Completó;Inglés;
1979-09-07;Secundaria;Completó;Inglés;
1979-09-07;Secundaria;Completó;Inglés;
1990-05-08;Universitaria;Completó;Inglés;
1994-10-11;Universitaria;Incompleto;Inglés;
1994-10-11;Universitaria;Incompleto;Inglés;
1994-10-11;Universitaria;Incompleto;Inglés;
1977-10-13;Terciaria;En Curso;Inglés;
1977-10-13;Terciaria;En Curso;Inglés;
1977-10-13;Terciaria;En Curso;Inglés;
1994-12-11;Secundaria;Incompleto;Inglés;
1994-12-11;Secundaria;Incompleto;Inglés;
1971-04-10;Primaria;Completó;Inglés;
1971-04-10;Secundaria;Incompleto;Inglés;
1971-04-10;Primaria;Completó;Inglés;
1971-04-10;Secundaria;Incompleto;Inglés;
1971-04-10;Primaria;Completó;Inglés;
1971-04-10;Secundaria;Incompleto;Inglés;
1996-05-25;Primaria;Completó;Inglés;
1996-05-25;Secundaria;Incompleto;Inglés;
1988-01-13;Primaria;Completó;Inglés;
1988-01-13;Secundaria;Completó;Inglés;
1988-01-13;Universitaria;Incompleto;Inglés;
1978-03-20;Terciaria;Incompleto;Inglés;
1978-03-20;Terciaria;Incompleto;Inglés;
1995-09-23;Universitaria;En Curso;Inglés;
1995-09-23;Universitaria;En Curso;Inglés;
1995-09-23;Universitaria;En Curso;Inglés;
1988-12-07;Primaria;Completó;Inglés;
1988-12-07;Secundaria;Incompleto;Inglés;
1988-12-07;Primaria;Completó;Portugues;
1988-12-07;Secundaria;Incompleto;Portugues;
1997-05-29;Secundaria;Completó;Italiano;
1997-05-29;Secundaria;Completó;Italiano;
1997-05-29;Secundaria;Completó;Italiano;
1997-05-29;Secundaria;Completó;Inglés;
1997-05-29;Secundaria;Completó;Inglés;
1997-05-29;Secundaria;Completó;Inglés;
1997-07-18;Primaria;Completó;Inglés;
1997-07-18;Secundaria;Incompleto;Inglés;
1997-07-18;Primaria;Completó;Portugues;
1997-07-18;Secundaria;Incompleto;Portugues;
1990-08-08;Secundaria;Incompleto;Inglés;
1990-08-08;Secundaria;Incompleto;Inglés;
1990-08-08;Secundaria;Incompleto;Inglés;
1994-02-09;Terciaria;Incompleto;Inglés;
1994-02-09;Terciaria;Incompleto;Inglés;
1994-02-09;Terciaria;Incompleto;Inglés;
1994-02-09;Terciaria;Incompleto;Portugues;
1994-02-09;Terciaria;Incompleto;Portugues;
1994-02-09;Terciaria;Incompleto;Portugues;
1987-05-13;Secundaria;Completó;Inglés;
1987-05-13;Secundaria;Completó;Inglés;
1987-05-13;Secundaria;Completó;Inglés;
1987-05-13;Secundaria;Completó;Portugues;
1987-05-13;Secundaria;Completó;Portugues;
1987-05-13;Secundaria;Completó;Portugues;
1994-04-30;Secundaria;En Curso;Inglés;
1995-10-30;Secundaria;Completó;Inglés;
1995-10-30;Secundaria;Completó;Inglés;
1995-10-30;Secundaria;Completó;Inglés;
1995-10-30;Secundaria;Completó;Inglés;
1995-10-30;Secundaria;Completó;Inglés;
1994-10-31;Secundaria;Completó;Inglés;
1994-10-31;Secundaria;Completó;Inglés;
1994-10-31;Secundaria;Completó;Inglés;
1994-10-31;Secundaria;Completó;Portugues;
1994-10-31;Secundaria;Completó;Portugues;
1994-10-31;Secundaria;Completó;Portugues;
1974-05-27;Universitaria;Incompleto;Francés;
1974-05-27;Universitaria;Incompleto;Francés;
1974-05-27;Universitaria;Incompleto;Francés;
1974-05-27;Universitaria;Incompleto;Ruso;
1974-05-27;Universitaria;Incompleto;Ruso;
1974-05-27;Universitaria;Incompleto;Ruso;
1974-05-27;Universitaria;Incompleto;Aleman;
1974-05-27;Universitaria;Incompleto;Aleman;
1974-05-27;Universitaria;Incompleto;Aleman;
1974-05-27;Universitaria;Incompleto;Inglés;
1974-05-27;Universitaria;Incompleto;Inglés;
1974-05-27;Universitaria;Incompleto;Inglés;
1974-05-27;Universitaria;Incompleto;Portugues;
1974-05-27;Universitaria;Incompleto;Portugues;
1974-05-27;Universitaria;Incompleto;Portugues;
1989-03-15;Secundaria;Incompleto;Portugues;
1989-03-15;Secundaria;Incompleto;Portugues;
1989-03-15;Secundaria;Incompleto;Portugues;
1986-03-12;Secundaria;Completó;Inglés;
1986-03-12;Secundaria;Completó;Inglés;
1986-03-12;Secundaria;Completó;Inglés;
1978-05-24;Primaria;Completó;Inglés;
1978-05-24;Secundaria;Completó;Inglés;
1977-04-10;Primaria;Completó;Portugues;
1977-04-10;Primaria;Completó;Portugues;
1977-04-10;Primaria;Completó;Portugues;
1995-07-01;Secundaria;En Curso;Inglés;
1995-07-01;Secundaria;En Curso;Inglés;
1995-07-01;Secundaria;En Curso;Inglés;
1985-06-19;Primaria;Completó;Inglés;
1985-06-19;Secundaria;Incompleto;Inglés;
1985-06-19;Primaria;Completó;Portugues;
1985-06-19;Secundaria;Incompleto;Portugues;
1975-11-29;Secundaria;Completó;Inglés;
1975-11-29;Secundaria;Completó;Inglés;
1975-11-29;Secundaria;Completó;Inglés;
1980-07-22;Secundaria;Incompleto;Inglés;
1980-07-22;Secundaria;Incompleto;Inglés;
1980-07-22;Secundaria;Incompleto;Inglés;
1980-07-22;Secundaria;Incompleto;Portugues;
1984-08-08;Secundaria;Incompleto;Inglés;
1984-08-08;Secundaria;Incompleto;Inglés;
1984-08-08;Secundaria;Incompleto;Inglés;
1980-09-29;Secundaria;Completó;Inglés;
1980-09-29;Secundaria;Completó;Inglés;
1980-09-29;Secundaria;Completó;Inglés;
1980-09-29;Secundaria;Completó;Portugues;
1980-09-29;Secundaria;Completó;Portugues;
1980-09-29;Secundaria;Completó;Portugues;
1996-10-27;Secundaria;Completó;Inglés;
1996-10-27;Secundaria;Completó;Inglés;
1996-10-27;Secundaria;Completó;Inglés;
1980-10-25;Secundaria;Completó;Inglés;
1980-10-25;Secundaria;Completó;Inglés;
1980-10-25;Secundaria;Completó;Inglés;
1979-01-13;Secundaria;Completó;Inglés;
1979-01-13;Universitaria;Completó;Inglés;
1979-01-13;Secundaria;Completó;Inglés;
1979-01-13;Universitaria;Completó;Inglés;
1979-01-13;Secundaria;Completó;Inglés;
1979-01-13;Universitaria;Completó;Inglés;
1995-11-21;Secundaria;Incompleto;Inglés;
1995-11-21;Secundaria;Incompleto;Inglés;
1996-07-20;Secundaria;Completó;Inglés;
1996-07-20;Secundaria;Completó;Inglés;
1995-11-21;Secundaria;Incompleto;Inglés;
1996-07-20;Secundaria;Completó;Inglés;
1991-11-12;Universitaria;Incompleto;Inglés;
1991-11-12;Universitaria;Incompleto;Inglés;
1991-11-12;Universitaria;Incompleto;Inglés;
1991-11-12;Universitaria;Incompleto;Portugues;
1991-11-12;Universitaria;Incompleto;Portugues;
1991-11-12;Universitaria;Incompleto;Portugues;
1996-05-27;Secundaria;Completó;Inglés;
1996-05-27;Universitaria;En Curso;Inglés;
1995-06-01;Secundaria;En Curso;Portugues;
1995-06-01;Secundaria;En Curso;Portugues;
1995-06-01;Secundaria;En Curso;Portugues;
1952-11-10;Secundaria;Incompleto;Inglés;
1952-11-10;Secundaria;Incompleto;Inglés;
1952-11-10;Secundaria;Incompleto;Inglés;
1952-11-10;Secundaria;Incompleto;Portugues;
1952-11-10;Secundaria;Incompleto;Portugues;
1952-11-10;Secundaria;Incompleto;Portugues;
1997-02-01;Secundaria;Completó;Inglés;
1997-02-01;Secundaria;Completó;Inglés;
1997-02-01;Secundaria;Completó;Inglés;
1987-09-14;Universitaria;Incompleto;Inglés;
1987-09-14;Universitaria;Incompleto;Portugues;
1993-07-01;Secundaria;En Curso;Inglés;
1987-09-14;Universitaria;Incompleto;Portugues;
1987-09-14;Universitaria;Incompleto;Portugues;
1993-07-01;Secundaria;En Curso;Portugues;
1995-09-04;Universitaria;Incompleto;Inglés;
1995-09-04;Universitaria;Incompleto;Inglés;
1995-09-04;Universitaria;Incompleto;Inglés;
1978-06-13;Secundaria;Incompleto;Portugues;
1978-06-13;Secundaria;Incompleto;Portugues;
1978-06-13;Secundaria;Incompleto;Portugues;
1973-04-04;Primaria;Completó;Portugues;
1973-04-04;Secundaria;Incompleto;Portugues;
1996-03-07;Secundaria;Incompleto;Inglés;
1996-03-07;Secundaria;Incompleto;Inglés;
1996-03-07;Secundaria;Incompleto;Inglés;
1991-02-17;Terciaria;Completó;Inglés;
1991-02-17;Universitaria;En Curso;Inglés;
1991-02-17;Universitaria;En Curso;Inglés;
1991-02-17;Terciaria;Completó;Inglés;
1991-02-17;Universitaria;En Curso;Inglés;
1991-02-17;Universitaria;En Curso;Inglés;
1991-02-17;Terciaria;Completó;Inglés;
1991-02-17;Universitaria;En Curso;Inglés;
1991-02-17;Universitaria;En Curso;Inglés;
1985-07-12;Secundaria;Completó;Inglés;
1985-07-12;Secundaria;Completó;Inglés;
1985-07-12;Secundaria;Completó;Inglés;
1985-07-12;Secundaria;Completó;Portugues;
1985-07-12;Secundaria;Completó;Portugues;
1985-07-12;Secundaria;Completó;Portugues;
1985-07-12;Secundaria;Completó;Portugues;
1986-09-23;Universitaria;Incompleto;Inglés;
1986-09-23;Universitaria;Incompleto;Inglés;
1986-09-23;Universitaria;Incompleto;Inglés;
1998-04-30;Secundaria;Incompleto;Inglés;
1994-12-14;Terciaria;En Curso;Inglés;
1994-12-14;Terciaria;En Curso;Inglés;
1972-10-01;Secundaria;Completó;Inglés;
1972-10-01;Secundaria;Completó;Inglés;
1972-10-01;Secundaria;Completó;Inglés;
1980-11-29;Universitaria;Completó;Inglés;
1980-11-29;Universitaria;Completó;Inglés;
1980-11-29;Universitaria;Completó;Inglés;
1956-09-29;Secundaria;Completó;Inglés;
1956-09-29;Secundaria;Completó;Inglés;
1956-09-29;Secundaria;Completó;Inglés;
1956-09-29;Secundaria;Completó;Portugues;
1956-09-29;Secundaria;Completó;Portugues;
1956-09-29;Secundaria;Completó;Portugues;
1979-07-03;Posgrado;Completó;Inglés;
1979-07-03;Secundaria;Completó;Inglés;
1979-07-03;Posgrado;Completó;Inglés;
1979-07-03;Secundaria;Completó;Inglés;
1979-07-03;Posgrado;Completó;Inglés;
1979-07-03;Secundaria;Completó;Inglés;
1992-03-03;Secundaria;En Curso;Inglés;
1993-02-06;Terciaria;En Curso;Inglés;
1993-02-06;Terciaria;En Curso;Inglés;
1993-02-06;Terciaria;En Curso;Inglés;
1993-02-06;Terciaria;En Curso;Portugues;
1993-02-06;Terciaria;En Curso;Portugues;
1994-09-23;Secundaria;Incompleto;Inglés;
1994-09-23;Secundaria;Incompleto;Inglés;
1994-09-23;Secundaria;Incompleto;Inglés;
1960-03-12;Primaria;Completó;Portugues;
1960-03-12;Secundaria;Completó;Portugues;
1960-03-12;Universitaria;Incompleto;Portugues;
1960-03-12;Universitaria;Incompleto;Portugues;
1960-03-12;Primaria;Completó;Portugues;
1960-03-12;Secundaria;Completó;Portugues;
1960-03-12;Universitaria;Incompleto;Portugues;
1960-03-12;Universitaria;Incompleto;Portugues;
1995-01-01;Secundaria;Incompleto;Inglés;
1995-01-01;Secundaria;Incompleto;Inglés;
1995-01-01;Secundaria;Incompleto;Inglés;
1998-03-19;Secundaria;En Curso;Inglés;
1994-12-11;Secundaria;Incompleto;Inglés;
1994-12-11;Secundaria;Incompleto;Inglés;
1994-12-11;Secundaria;Incompleto;Inglés;
1992-04-23;Secundaria;Completó;Inglés;
1992-04-23;Secundaria;Completó;Inglés;
1992-04-23;Secundaria;Completó;Inglés;
1986-09-09;Secundaria;Completó;Inglés;
1971-04-10;Primaria;Completó;Portugues;
1971-04-10;Secundaria;Incompleto;Portugues;
1971-04-10;Primaria;Completó;Portugues;
1971-04-10;Secundaria;Incompleto;Portugues;
1971-04-10;Primaria;Completó;Portugues;
1971-04-10;Secundaria;Incompleto;Portugues;
1986-09-05;Secundaria;Incompleto;Portugues;
1986-09-05;Secundaria;Incompleto;Portugues;
1986-09-05;Secundaria;Incompleto;Portugues;
1977-01-02;Secundaria;Completó;Inglés;
1977-01-02;Secundaria;Completó;Inglés;
1977-01-02;Secundaria;Completó;Inglés;
1987-09-21;Primaria;Completó;Inglés;
1987-09-21;Secundaria;Completó;Inglés;
1990-03-18;Terciaria;Completó;Inglés;
1990-03-18;Terciaria;Completó;Inglés;
1990-03-18;Terciaria;Completó;Inglés;
1972-03-09;Secundaria;Completó;Inglés;
1972-03-09;Secundaria;Completó;Inglés;
1972-03-09;Secundaria;Completó;Inglés;
1972-03-09;Secundaria;Completó;Portugues;
1972-03-09;Secundaria;Completó;Portugues;
1972-03-09;Secundaria;Completó;Portugues;
1987-08-02;Primaria;Completó;Inglés;
1987-08-02;Secundaria;Incompleto;Inglés;
1987-08-02;Primaria;Completó;Portugues;
1987-08-02;Secundaria;Incompleto;Portugues;
1993-05-30;Terciaria;Completó;Inglés;
1993-05-30;Terciaria;Completó;Inglés;
1993-05-30;Terciaria;Completó;Inglés;
1993-05-30;Terciaria;Completó;Portugues;
1993-05-30;Terciaria;Completó;Portugues;
1993-05-30;Terciaria;Completó;Portugues;
1983-12-13;Primaria;Completó;Inglés;
1983-12-13;Secundaria;Incompleto;Inglés;
1983-12-13;Primaria;Completó;Portugues;
1983-12-13;Secundaria;Incompleto;Portugues;
1977-08-29;Secundaria;Completó;Inglés;
1977-08-29;Secundaria;Completó;Inglés;
1977-08-29;Secundaria;Completó;Inglés;
1977-08-29;Secundaria;Completó;Portugues;
1977-08-29;Secundaria;Completó;Portugues;
1977-08-29;Secundaria;Completó;Portugues;
1987-05-05;Universitaria;Incompleto;Aleman;
1987-05-05;Universitaria;Incompleto;Aleman;
1987-05-05;Universitaria;Incompleto;Aleman;
1997-09-10;Secundaria;Incompleto;Inglés;
1997-09-10;Secundaria;Incompleto;Inglés;
1997-09-10;Secundaria;Incompleto;Inglés;
1988-04-24;Posgrado;Completó;Inglés;
1988-04-24;Universitaria;Completó;Inglés;
1988-04-24;Posgrado;Completó;Inglés;
1988-04-24;Universitaria;Completó;Inglés;
1988-04-24;Posgrado;Completó;Inglés;
1988-04-24;Universitaria;Completó;Inglés;
1987-05-05;Universitaria;Incompleto;Inglés;
1987-05-05;Universitaria;Incompleto;Inglés;
1987-05-05;Universitaria;Incompleto;Inglés;
1998-10-12;Secundaria;En Curso;Portugues;
1998-10-12;Secundaria;En Curso;Portugues;
1996-02-06;Secundaria;Completó;Inglés;
1996-02-06;Secundaria;Completó;Inglés;
1996-02-06;Secundaria;Completó;Inglés;
1997-02-09;Secundaria;Incompleto;Inglés;
1997-02-09;Secundaria;Incompleto;Inglés;
1997-02-09;Secundaria;Incompleto;Inglés;
1977-05-21;Secundaria;Incompleto;Mapudungún;
1977-05-21;Secundaria;Incompleto;Mapudungún;
1977-05-21;Secundaria;Incompleto;Mapudungún;
1996-08-07;Secundaria;En Curso;Francés;
1996-08-07;Secundaria;En Curso;Francés;
1996-08-07;Secundaria;En Curso;Francés;
1996-08-07;Secundaria;En Curso;Inglés;
1996-08-07;Secundaria;En Curso;Inglés;
1996-08-07;Secundaria;En Curso;Inglés;
1997-10-11;Secundaria;Completó;Inglés;
1971-11-26;Secundaria;Completó;Inglés;
1994-12-28;Primaria;Completó;Francés;
1994-12-28;Secundaria;Completó;Francés;
1994-12-28;Primaria;Completó;Francés;
1994-12-28;Secundaria;Completó;Francés;
1994-12-28;Primaria;Completó;Francés;
1994-12-28;Secundaria;Completó;Francés;
1996-02-26;Secundaria;Completó;Inglés;
1996-02-26;Secundaria;Completó;Inglés;
1996-02-26;Secundaria;Completó;Inglés;
1994-12-28;Primaria;Completó;Inglés;
1994-12-28;Secundaria;Completó;Inglés;
1994-12-28;Primaria;Completó;Inglés;
1994-12-28;Secundaria;Completó;Inglés;
1994-12-28;Primaria;Completó;Inglés;
1994-12-28;Secundaria;Completó;Inglés;
1990-08-04;Primaria;Completó;Inglés;
1990-08-04;Secundaria;Completó;Inglés;
1990-08-04;Terciaria;Completó;Inglés;
1998-05-11;Secundaria;Completó;Inglés;
1998-05-11;Secundaria;Completó;Inglés;
1997-08-28;Secundaria;En Curso;Inglés;
1997-08-28;Secundaria;En Curso;Inglés;
1997-08-28;Secundaria;En Curso;Inglés;
1987-01-22;Secundaria;Incompleto;Inglés;
