Fecha Nacimiento;Nivel Educativo;Completo Nivel Educativo;Idioma;
1990-07-16;Terciaria;Completó;Inglés;
1990-07-16;Universitaria;Incompleto;Inglés;
1990-07-16;Terciaria;Completó;Italiano;
1990-07-16;Universitaria;Incompleto;Italiano;
1990-07-16;Terciaria;Completó;Italiano;
1990-07-16;Universitaria;Incompleto;Italiano;
1990-07-16;Terciaria;Completó;Italiano;
1990-07-16;Universitaria;Incompleto;Italiano;
1992-06-03;Terciaria;En Curso;Aleman;
1992-06-03;Terciaria;En Curso;Inglés;
1997-08-05;Secundaria;Completó;Inglés;
1997-08-05;Secundaria;Completó;Inglés;
1976-08-26;Secundaria;Completó;Inglés;
1976-08-26;Primaria;Completó;Inglés;
1976-08-26;Secundaria;Completó;Portugues;
1976-08-26;Primaria;Completó;Portugues;
1984-04-30;Secundaria;Completó;Inglés;
1984-04-30;Secundaria;Completó;Inglés;
1984-04-30;Secundaria;Completó;Inglés;
1994-04-14;Secundaria;Completó;Inglés;
1994-04-14;Terciaria;Incompleto;Inglés;
1994-04-14;Primaria;Completó;Inglés;
1994-04-14;Secundaria;Completó;Inglés;
1994-04-14;Terciaria;Incompleto;Inglés;
1994-04-14;Primaria;Completó;Inglés;
1994-04-14;Secundaria;Completó;Portugues;
1994-04-14;Terciaria;Incompleto;Portugues;
1994-04-14;Primaria;Completó;Portugues;
1994-04-14;Secundaria;Completó;Portugues;
1994-04-14;Terciaria;Incompleto;Portugues;
1994-04-14;Primaria;Completó;Portugues;
1994-04-14;Secundaria;Completó;Portugues;
1994-04-14;Terciaria;Incompleto;Portugues;
1994-04-14;Primaria;Completó;Portugues;
1991-11-01;Secundaria;Incompleto;Inglés;
1989-01-24;Secundaria;Incompleto;Inglés;
1989-01-24;Secundaria;Incompleto;Inglés;
1993-05-02;Secundaria;Completó;Portugues;
1994-04-19;Primaria;Completó;Inglés;
1994-04-19;Secundaria;Incompleto;Inglés;
1994-04-19;Primaria;Completó;Inglés;
1994-04-19;Secundaria;Incompleto;Inglés;
1994-04-19;Primaria;Completó;Inglés;
1994-04-19;Secundaria;Incompleto;Inglés;
1997-06-17;Primaria;Completó;Inglés;
1997-06-17;Secundaria;En Curso;Inglés;
1997-06-29;Secundaria;En Curso;Inglés;
1997-06-29;Secundaria;En Curso;Inglés;
1997-06-29;Secundaria;En Curso;Inglés;
1993-01-15;Secundaria;Incompleto;Inglés;
1993-01-15;Secundaria;Incompleto;Portugues;
1988-11-01;Secundaria;Completó;Inglés;
1988-11-01;Primaria;Completó;Inglés;
1988-11-01;Secundaria;Completó;Inglés;
1988-11-01;Primaria;Completó;Inglés;
1988-11-01;Secundaria;Completó;Portugues;
1988-11-01;Primaria;Completó;Portugues;
1988-11-01;Secundaria;Completó;Portugues;
1988-11-01;Primaria;Completó;Portugues;
1993-03-26;Primaria;Completó;Inglés;
1993-03-26;Secundaria;Incompleto;Inglés;
1993-07-09;Primaria;En Curso;Inglés;
1993-07-09;Primaria;En Curso;Inglés;
1993-07-09;Primaria;En Curso;Inglés;
1997-11-22;Secundaria;En Curso;Inglés;
1997-11-22;Secundaria;En Curso;Inglés;
1997-11-22;Secundaria;En Curso;Inglés;
1994-02-19;Secundaria;Completó;Inglés;
1994-02-19;Secundaria;Completó;Inglés;
1994-02-19;Secundaria;Completó;Inglés;
1996-04-22;Secundaria;En Curso;Inglés;
1996-04-22;Secundaria;En Curso;Inglés;
1996-04-22;Secundaria;En Curso;Inglés;
1982-03-10;Secundaria;Incompleto;Inglés;
1982-03-10;Secundaria;Incompleto;Inglés;
1982-03-10;Secundaria;Incompleto;Inglés;
1993-02-16;Primaria;Completó;Inglés;
1993-02-16;Secundaria;En Curso;Inglés;
1995-10-03;Primaria;Completó;Inglés;
1995-10-03;Secundaria;Completó;Inglés;
1993-12-08;Primaria;Completó;Inglés;
1993-12-08;Secundaria;Incompleto;Inglés;
1993-03-26;Secundaria;Completó;Inglés;
1993-03-26;Secundaria;Completó;Inglés;
1993-03-26;Secundaria;Completó;Inglés;
1993-03-26;Secundaria;Completó;Portugues;
1993-03-26;Secundaria;Completó;Portugues;
1993-03-26;Secundaria;Completó;Portugues;
1991-10-29;Primaria;Completó;Inglés;
1991-10-29;Secundaria;Completó;Inglés;
1991-10-29;Terciaria;Completó;Inglés;
1985-03-15;Secundaria;Completó;Inglés;
1983-06-11;Primaria;Completó;Inglés;
1983-06-11;Secundaria;Completó;Inglés;
1977-07-10;Terciaria;Completó;Inglés;
1991-01-29;Secundaria;Completó;Inglés;
1991-01-29;Terciaria;Completó;Inglés;
1991-01-29;Secundaria;Completó;Inglés;
1991-01-29;Terciaria;Completó;Inglés;
1991-01-29;Secundaria;Completó;Inglés;
1991-01-29;Terciaria;Completó;Inglés;
1992-02-22;Secundaria;En Curso;Inglés;
1992-02-22;Secundaria;En Curso;Inglés;
1964-01-11;Terciaria;Completó;Francés;
1992-02-22;Secundaria;En Curso;Inglés;
1964-01-11;Terciaria;Completó;Aleman;
1964-01-11;Terciaria;Completó;Aleman;
1964-01-11;Terciaria;Completó;Aleman;
1964-01-11;Terciaria;Completó;Italiano;
1995-11-06;Secundaria;En Curso;Inglés;
1995-11-06;Secundaria;En Curso;Inglés;
1995-11-06;Secundaria;En Curso;Inglés;
1977-07-10;Terciaria;Completó;Inglés;
1977-07-10;Terciaria;Completó;Inglés;
1987-01-16;Primaria;Completó;Portugues;
1987-01-16;Secundaria;Completó;Portugues;
1987-01-16;Universitaria;En Curso;Portugues;
1981-12-22;Primaria;Completó;Portugues;
1981-12-22;Secundaria;Completó;Portugues;
1984-07-11;Secundaria;Completó;Inglés;
1984-07-11;Primaria;Completó;Inglés;
1984-07-11;Secundaria;Completó;Inglés;
1984-07-11;Primaria;Completó;Inglés;
1974-01-20;Universitaria;Completó;Inglés;
1974-01-20;Universitaria;Completó;Inglés;
1974-01-20;Universitaria;Completó;Inglés;
1990-06-21;Secundaria;Incompleto;Inglés;
1990-06-21;Secundaria;Incompleto;Portugues;
1992-06-11;Primaria;Completó;Inglés;
1992-06-11;Secundaria;Completó;Inglés;
1992-06-11;Terciaria;Completó;Inglés;
1992-06-11;Primaria;Completó;Inglés;
1992-06-11;Secundaria;Completó;Inglés;
1992-06-11;Terciaria;Completó;Inglés;
1995-02-27;Primaria;Completó;Inglés;
1995-02-27;Secundaria;En Curso;Inglés;
1989-09-09;Terciaria;Completó;Inglés;
1989-09-09;Terciaria;Completó;Inglés;
1989-09-09;Primaria;Completó;Inglés;
1989-09-09;Secundaria;Completó;Inglés;
1989-09-09;Terciaria;Completó;Inglés;
1989-09-09;Terciaria;Completó;Inglés;
1989-09-09;Primaria;Completó;Inglés;
1989-09-09;Secundaria;Completó;Inglés;
1989-09-09;Terciaria;Completó;Portugues;
1989-09-09;Terciaria;Completó;Portugues;
1989-09-09;Primaria;Completó;Portugues;
1989-09-09;Secundaria;Completó;Portugues;
1989-09-09;Terciaria;Completó;Portugues;
1989-09-09;Terciaria;Completó;Portugues;
1989-09-09;Primaria;Completó;Portugues;
1989-09-09;Secundaria;Completó;Portugues;
1996-12-12;Secundaria;Completó;Inglés;
1996-12-12;Universitaria;En Curso;Inglés;
1996-12-12;Secundaria;Completó;Inglés;
1996-12-12;Universitaria;En Curso;Inglés;
1996-12-12;Secundaria;Completó;Inglés;
1996-12-12;Universitaria;En Curso;Inglés;
1991-01-29;Secundaria;Completó;Portugues;
1991-01-29;Terciaria;Completó;Portugues;
1991-01-29;Secundaria;Completó;Portugues;
1991-01-29;Terciaria;Completó;Portugues;
1987-12-22;Primaria;Completó;Inglés;
1987-12-22;Secundaria;Completó;Inglés;
1991-01-29;Secundaria;Completó;Portugues;
1991-01-29;Terciaria;Completó;Portugues;
1983-07-12;Terciaria;Completó;Inglés;
1988-05-02;Terciaria;En Curso;Inglés;
1991-01-14;Secundaria;Incompleto;Inglés;
1996-04-07;Secundaria;En Curso;Inglés;
1996-04-07;Primaria;Completó;Inglés;
1991-12-13;Primaria;Completó;Inglés;
1991-12-13;Secundaria;Incompleto;Inglés;
1991-12-13;Primaria;Completó;Inglés;
1991-12-13;Secundaria;Incompleto;Inglés;
1991-12-13;Primaria;Completó;Inglés;
1991-12-13;Secundaria;Incompleto;Inglés;
1997-05-09;Primaria;Completó;Inglés;
1997-05-09;Secundaria;En Curso;Inglés;
1994-12-05;Primaria;Completó;Inglés;
1994-12-05;Secundaria;Incompleto;Inglés;
1994-12-05;Primaria;Completó;Inglés;
1994-12-05;Secundaria;Incompleto;Inglés;
1994-12-05;Primaria;Completó;Francés;
1994-12-05;Secundaria;Incompleto;Francés;
1994-12-05;Primaria;Completó;Francés;
1994-12-05;Secundaria;Incompleto;Francés;
1997-08-09;Secundaria;En Curso;Inglés;
1997-09-22;Secundaria;Completó;Inglés;
1997-09-22;Primaria;Completó;Inglés;
1993-06-01;Secundaria;Completó;Inglés;
1993-06-01;Primaria;Completó;Inglés;
1993-06-01;Terciaria;En Curso;Inglés;
1993-06-01;Secundaria;Completó;Inglés;
1993-06-01;Primaria;Completó;Inglés;
1993-06-01;Terciaria;En Curso;Inglés;
1993-06-01;Secundaria;Completó;Inglés;
1993-06-01;Primaria;Completó;Inglés;
1993-06-01;Terciaria;En Curso;Inglés;
1995-10-01;Secundaria;En Curso;Inglés;
1995-10-01;Secundaria;En Curso;Inglés;
1995-10-01;Secundaria;En Curso;Inglés;
1974-11-12;Universitaria;Completó;Inglés;
1991-10-01;Primaria;Completó;Inglés;
1991-10-01;Secundaria;Incompleto;Inglés;
1992-06-03;Terciaria;En Curso;Inglés;
1994-05-02;Secundaria;En Curso;Inglés;
1994-05-02;Primaria;Completó;Inglés;
1992-06-03;Terciaria;En Curso;Inglés;
1994-05-02;Secundaria;En Curso;Inglés;
1994-05-02;Primaria;Completó;Inglés;
1994-05-02;Secundaria;En Curso;Inglés;
1994-05-02;Primaria;Completó;Inglés;
1994-05-02;Secundaria;En Curso;Portugues;
1994-05-02;Primaria;Completó;Portugues;
1994-05-02;Secundaria;En Curso;Portugues;
1994-05-02;Primaria;Completó;Portugues;
1994-05-02;Secundaria;En Curso;Portugues;
1994-05-02;Primaria;Completó;Portugues;
1991-03-20;Secundaria;Completó;Inglés;
1991-03-20;Secundaria;Completó;Inglés;
1993-02-26;Secundaria;Completó;Inglés;
1993-02-26;Primaria;Completó;Inglés;
1993-02-26;Secundaria;Completó;Portugues;
1993-02-26;Primaria;Completó;Portugues;
1994-08-25;Secundaria;Incompleto;Inglés;
1994-08-25;Secundaria;Incompleto;Inglés;
1987-02-11;Primaria;Completó;Portugues;
1987-02-11;Secundaria;Completó;Portugues;
1994-08-25;Secundaria;Incompleto;Inglés;
1989-02-07;Secundaria;En Curso;Inglés;
1989-02-07;Primaria;Completó;Inglés;
1986-09-18;Secundaria;Completó;Inglés;
1986-09-18;Terciaria;Incompleto;Inglés;
1986-09-18;Secundaria;Completó;Inglés;
1986-09-18;Terciaria;Incompleto;Inglés;
1994-07-20;Secundaria;Incompleto;Inglés;
1997-06-19;Primaria;Completó;Inglés;
1997-06-19;Secundaria;Incompleto;Inglés;
1989-04-25;Secundaria;Completó;Inglés;
1989-04-25;Terciaria;Incompleto;Inglés;
1989-04-25;Secundaria;Completó;Portugues;
1989-04-25;Terciaria;Incompleto;Portugues;
1988-06-24;Secundaria;Completó;Inglés;
1988-06-24;Universitaria;Completó;Inglés;
1988-06-24;Secundaria;Completó;Inglés;
1988-06-24;Universitaria;Completó;Inglés;
1988-06-24;Secundaria;Completó;Inglés;
1988-06-24;Universitaria;Completó;Inglés;
1988-06-24;Secundaria;Completó;Portugues;
1988-06-24;Universitaria;Completó;Portugues;
1988-06-24;Secundaria;Completó;Portugues;
1988-06-24;Universitaria;Completó;Portugues;
1988-06-24;Secundaria;Completó;Portugues;
1988-06-24;Universitaria;Completó;Portugues;
1987-12-11;Secundaria;Completó;Inglés;
1996-05-08;Secundaria;Incompleto;Inglés;
1996-05-08;Secundaria;Incompleto;Inglés;
1993-06-29;Secundaria;En Curso;Inglés;
1993-06-29;Primaria;Completó;Inglés;
1993-12-08;Primaria;Completó;Inglés;
1993-12-08;Secundaria;Incompleto;Inglés;
1993-12-08;Primaria;Completó;Inglés;
1993-12-08;Secundaria;Incompleto;Inglés;
1960-06-12;Secundaria;Completó;Francés;
1960-06-12;Terciaria;Completó;Francés;
1960-06-12;Terciaria;Completó;Francés;
1960-06-12;Secundaria;Completó;Francés;
1960-06-12;Terciaria;Completó;Francés;
1960-06-12;Terciaria;Completó;Francés;
1960-06-12;Secundaria;Completó;Francés;
1960-06-12;Terciaria;Completó;Francés;
1960-06-12;Terciaria;Completó;Francés;
1993-05-13;Secundaria;Completó;Inglés;
1993-05-13;Primaria;Completó;Inglés;
1995-08-04;Primaria;Completó;Inglés;
1995-08-04;Secundaria;En Curso;Inglés;
1995-08-04;Primaria;Completó;Inglés;
1995-08-04;Secundaria;En Curso;Inglés;
1995-08-04;Primaria;Completó;Inglés;
1995-08-04;Secundaria;En Curso;Inglés;
1996-05-13;Secundaria;Completó;Inglés;
1996-05-13;Secundaria;Completó;Inglés;
1996-05-13;Secundaria;Completó;Inglés;
1983-01-16;Secundaria;Completó;Inglés;
1983-01-16;Secundaria;Completó;Inglés;
1983-01-16;Secundaria;Completó;Inglés;
1983-01-16;Secundaria;Completó;Portugues;
1983-01-16;Secundaria;Completó;Portugues;
1983-01-16;Secundaria;Completó;Portugues;
1996-09-23;Terciaria;En Curso;Inglés;
1996-09-23;Terciaria;En Curso;Inglés;
1996-09-23;Terciaria;En Curso;Inglés;
1997-05-09;Primaria;Completó;Portugues;
1997-05-09;Secundaria;En Curso;Portugues;
1986-11-12;Secundaria;Completó;Portugues;
1986-11-12;Terciaria;Incompleto;Portugues;
1986-11-12;Secundaria;Completó;Portugues;
1986-11-12;Terciaria;Incompleto;Portugues;
1986-11-12;Secundaria;Completó;Portugues;
1986-11-12;Terciaria;Incompleto;Portugues;
1983-06-11;Primaria;Completó;Portugues;
1983-06-11;Secundaria;Completó;Portugues;
1964-01-11;Terciaria;Completó;Inglés;
1964-01-11;Terciaria;Completó;Inglés;
1964-01-11;Terciaria;Completó;Inglés;
1998-01-08;Secundaria;Completó;Inglés;
1998-01-08;Secundaria;Completó;Inglés;
1986-11-16;Primaria;Completó;Aleman;
1986-11-16;Secundaria;Completó;Aleman;
1986-11-16;Universitaria;Completó;Aleman;
1986-11-16;Primaria;Completó;Aleman;
1986-11-16;Secundaria;Completó;Aleman;
1986-11-16;Universitaria;Completó;Aleman;
1986-11-16;Primaria;Completó;Aleman;
1986-11-16;Secundaria;Completó;Aleman;
1986-11-16;Universitaria;Completó;Aleman;
1986-11-16;Primaria;Completó;Inglés;
1986-11-16;Secundaria;Completó;Inglés;
1986-11-16;Universitaria;Completó;Inglés;
1986-11-16;Primaria;Completó;Inglés;
1986-11-16;Secundaria;Completó;Inglés;
1986-11-16;Universitaria;Completó;Inglés;
1986-11-16;Primaria;Completó;Inglés;
1986-11-16;Secundaria;Completó;Inglés;
1986-11-16;Universitaria;Completó;Inglés;
1998-01-08;Secundaria;Completó;Portugues;
1998-01-08;Secundaria;Completó;Portugues;
1998-01-08;Secundaria;Completó;Portugues;
1998-01-08;Secundaria;Completó;Inglés;
1997-08-26;Primaria;Completó;Inglés;
1997-08-26;Secundaria;Incompleto;Inglés;
1997-08-26;Primaria;Completó;Inglés;
1997-08-26;Secundaria;Incompleto;Inglés;
1997-08-26;Primaria;Completó;Inglés;
1997-08-26;Secundaria;Incompleto;Inglés;
1994-05-06;Secundaria;Completó;Inglés;
1984-03-27;Secundaria;Completó;Inglés;
1984-03-27;Terciaria;Incompleto;Inglés;
1984-03-27;Primaria;Completó;Inglés;
1989-07-04;Secundaria;Completó;Inglés;
1994-12-01;Secundaria;En Curso;Inglés;
1994-12-01;Secundaria;En Curso;Inglés;
1994-12-01;Secundaria;En Curso;Inglés;
1987-08-23;Primaria;Completó;Inglés;
1987-08-23;Secundaria;Completó;Inglés;
1987-08-23;Terciaria;Completó;Inglés;
1987-08-23;Primaria;Completó;Portugues;
1987-08-23;Secundaria;Completó;Portugues;
1987-08-23;Terciaria;Completó;Portugues;
1995-10-27;Secundaria;Incompleto;Inglés;
1995-10-27;Secundaria;Incompleto;Inglés;
1995-10-27;Secundaria;Incompleto;Inglés;
1998-01-11;Secundaria;En Curso;Francés;
1998-01-11;Secundaria;En Curso;Francés;
1998-01-11;Secundaria;En Curso;Francés;
1996-12-18;Secundaria;En Curso;Inglés;
1996-12-18;Secundaria;En Curso;Inglés;
1996-12-18;Secundaria;En Curso;Inglés;
1997-05-12;Secundaria;En Curso;Inglés;
1997-05-12;Secundaria;En Curso;Inglés;
1997-05-12;Secundaria;En Curso;Inglés;
1986-07-07;Primaria;Completó;Inglés;
1986-07-07;Secundaria;Incompleto;Inglés;
1968-04-20;Terciaria;Incompleto;Inglés;
1968-04-20;Secundaria;Completó;Inglés;
1968-04-20;Terciaria;Incompleto;Inglés;
1968-04-20;Secundaria;Completó;Inglés;
1996-07-30;Secundaria;Incompleto;Inglés;
1996-07-30;Secundaria;Incompleto;Inglés;
1996-07-30;Secundaria;Incompleto;Inglés;
1995-04-16;Secundaria;En Curso;Inglés;
1995-04-16;Secundaria;En Curso;Inglés;
1995-04-16;Secundaria;En Curso;Inglés;
1970-08-20;Universitaria;Incompleto;Inglés;
1970-08-20;Universitaria;Incompleto;Inglés;
1970-08-20;Universitaria;Incompleto;Inglés;
1970-08-20;Universitaria;Incompleto;Italiano;
1970-08-20;Universitaria;Incompleto;Italiano;
1970-08-20;Universitaria;Incompleto;Italiano;
1970-08-20;Universitaria;Incompleto;Portugues;
1970-08-20;Universitaria;Incompleto;Portugues;
1970-08-20;Universitaria;Incompleto;Portugues;
1994-01-10;Secundaria;En Curso;Inglés;
1994-01-10;Secundaria;En Curso;Inglés;
1994-01-10;Secundaria;En Curso;Inglés;
1998-04-23;Terciaria;Incompleto;Inglés;
1998-04-23;Terciaria;Incompleto;Inglés;
1998-04-23;Terciaria;Incompleto;Inglés;
1995-01-17;Secundaria;En Curso;Inglés;
1995-01-17;Secundaria;En Curso;Inglés;
1995-01-17;Secundaria;En Curso;Inglés;
1998-01-13;Secundaria;En Curso;Inglés;
1998-01-13;Secundaria;En Curso;Inglés;
1998-01-13;Secundaria;En Curso;Inglés;
1987-07-23;Secundaria;Incompleto;Inglés;
1997-08-11;Secundaria;En Curso;Inglés;
1997-08-11;Secundaria;En Curso;Inglés;
1997-08-11;Secundaria;En Curso;Inglés;
1993-07-30;Secundaria;Incompleto;Inglés;
1993-07-30;Secundaria;Incompleto;Inglés;
1993-07-30;Secundaria;Incompleto;Inglés;
1986-09-30;Secundaria;Completó;Inglés;
1986-09-30;Secundaria;Completó;Inglés;
1986-09-30;Secundaria;Completó;Inglés;
1971-07-20;Secundaria;Completó;Francés;
1971-07-20;Terciaria;Incompleto;Francés;
1971-07-20;Universitaria;Incompleto;Francés;
1971-07-20;Secundaria;Completó;Francés;
1971-07-20;Terciaria;Incompleto;Francés;
1971-07-20;Universitaria;Incompleto;Francés;
1971-07-20;Secundaria;Completó;Francés;
1971-07-20;Terciaria;Incompleto;Francés;
1971-07-20;Universitaria;Incompleto;Francés;
1986-09-30;Secundaria;Completó;Italiano;
1986-09-30;Secundaria;Completó;Italiano;
1986-09-30;Secundaria;Completó;Portugues;
1986-09-30;Secundaria;Completó;Portugues;
1986-09-30;Secundaria;Completó;Portugues;
1971-07-20;Secundaria;Completó;Inglés;
1971-07-20;Terciaria;Incompleto;Inglés;
1971-07-20;Universitaria;Incompleto;Inglés;
1971-07-20;Secundaria;Completó;Inglés;
1971-07-20;Terciaria;Incompleto;Inglés;
1971-07-20;Universitaria;Incompleto;Inglés;
1971-07-20;Secundaria;Completó;Inglés;
1971-07-20;Terciaria;Incompleto;Inglés;
1971-07-20;Universitaria;Incompleto;Inglés;
1997-10-23;Primaria;Completó;Inglés;
1997-10-23;Secundaria;En Curso;Inglés;
1979-03-24;Universitaria;Incompleto;Inglés;
1979-03-24;Universitaria;Incompleto;Inglés;
1979-03-24;Universitaria;Incompleto;Inglés;
1961-10-27;Terciaria;Completó;Ruso;
1997-10-14;Primaria;Completó;Inglés;
1997-10-14;Secundaria;En Curso;Inglés;
1980-11-02;Secundaria;Incompleto;Inglés;
1991-05-19;Terciaria;Completó;Inglés;
1991-05-19;Terciaria;Completó;Inglés;
1991-05-19;Terciaria;Completó;Inglés;
1995-02-20;Primaria;Completó;Inglés;
1995-02-20;Secundaria;Incompleto;Inglés;
1984-11-18;Terciaria;Completó;Inglés;
1984-12-28;Secundaria;Incompleto;Portugues;
1984-12-28;Secundaria;Incompleto;Portugues;
1984-12-28;Secundaria;Incompleto;Portugues;
1992-08-31;Primaria;Completó;Inglés;
1992-08-31;Secundaria;Incompleto;Inglés;
1992-08-31;Primaria;Completó;Inglés;
1992-08-31;Secundaria;Incompleto;Inglés;
1992-08-31;Primaria;Completó;Inglés;
1992-08-31;Secundaria;Incompleto;Inglés;
1997-04-28;Secundaria;En Curso;Inglés;
1997-04-28;Secundaria;En Curso;Inglés;
1997-04-28;Secundaria;En Curso;Inglés;
1981-11-20;Secundaria;Completó;Portugues;
1981-11-20;Primaria;Completó;Portugues;
1981-11-20;Secundaria;Completó;Portugues;
1981-11-20;Primaria;Completó;Portugues;
1981-11-20;Secundaria;Completó;Portugues;
1981-11-20;Primaria;Completó;Portugues;
1996-11-15;Terciaria;Incompleto;Portugues;
1996-11-15;Terciaria;Incompleto;Portugues;
1996-11-15;Terciaria;Incompleto;Portugues;
1994-05-06;Secundaria;Incompleto;Inglés;
1994-05-06;Secundaria;Incompleto;Inglés;
1994-05-06;Secundaria;Incompleto;Inglés;
1998-05-02;Secundaria;Completó;Inglés;
1998-05-02;Secundaria;Completó;Inglés;
1998-05-02;Secundaria;Completó;Inglés;
1989-07-21;Primaria;Completó;Inglés;
1989-07-21;Primaria;Completó;Inglés;
1989-07-21;Primaria;Completó;Inglés;
1994-11-24;Secundaria;Completó;Inglés;
1994-11-24;Secundaria;Completó;Inglés;
1981-05-21;Terciaria;Completó;Inglés;
1993-02-15;Secundaria;Completó;Inglés;
1993-02-15;Terciaria;En Curso;Inglés;
1993-02-15;Secundaria;Completó;Inglés;
1993-02-15;Terciaria;En Curso;Inglés;
1993-02-15;Secundaria;Completó;Inglés;
1993-02-15;Terciaria;En Curso;Inglés;
1997-11-08;Primaria;Completó;Inglés;
1997-11-08;Secundaria;En Curso;Inglés;
1996-07-11;Secundaria;Incompleto;Portugues;
1972-01-08;Secundaria;Completó;Francés;
1972-01-08;Terciaria;Completó;Francés;
1972-01-08;Terciaria;Incompleto;Francés;
1972-01-08;Secundaria;Completó;Italiano;
1972-01-08;Terciaria;Completó;Italiano;
1972-01-08;Terciaria;Incompleto;Italiano;
1987-03-10;Secundaria;Completó;Inglés;
1987-03-10;Secundaria;Completó;Inglés;
1987-03-10;Secundaria;Completó;Inglés;
1977-04-30;Terciaria;En Curso;Inglés;
1977-04-30;Terciaria;En Curso;Inglés;
1977-04-30;Terciaria;En Curso;Inglés;
1977-04-30;Terciaria;En Curso;Inglés;
1977-04-30;Terciaria;En Curso;Inglés;
1977-04-30;Terciaria;En Curso;Inglés;
1977-04-30;Terciaria;En Curso;Inglés;
1977-04-30;Terciaria;En Curso;Inglés;
1984-05-16;Secundaria;Incompleto;Inglés;
1984-05-16;Secundaria;Incompleto;Inglés;
1984-05-16;Secundaria;Incompleto;Inglés;
1992-05-01;Secundaria;Incompleto;Inglés;
1992-05-01;Secundaria;Incompleto;Inglés;
1988-06-13;Secundaria;Completó;Inglés;
1988-06-13;Terciaria;En Curso;Inglés;
1985-11-28;Terciaria;Completó;Inglés;
1985-11-28;Terciaria;Completó;Inglés;
1985-11-28;Terciaria;Completó;Inglés;
1992-12-04;Secundaria;Incompleto;Inglés;
1992-12-04;Secundaria;Incompleto;Inglés;
1991-08-02;Terciaria;En Curso;Inglés;
1991-08-02;Terciaria;Completó;Inglés;
1991-08-02;Terciaria;En Curso;Inglés;
1991-08-02;Terciaria;Completó;Inglés;
1991-08-02;Terciaria;En Curso;Inglés;
1991-08-02;Terciaria;Completó;Inglés;
1986-07-04;Secundaria;Completó;Inglés;
1986-07-04;Secundaria;Completó;Inglés;
1986-07-04;Secundaria;Completó;Inglés;
1996-05-17;Secundaria;Completó;Inglés;
1996-05-17;Secundaria;Completó;Inglés;
1996-05-17;Secundaria;Completó;Inglés;
1956-07-05;Universitaria;Incompleto;Inglés;
1984-09-16;Secundaria;Completó;Inglés;
1984-09-16;Secundaria;Completó;Inglés;
1984-09-16;Secundaria;Completó;Inglés;
1984-09-16;Secundaria;Completó;Portugues;
1984-09-16;Secundaria;Completó;Portugues;
1984-09-16;Secundaria;Completó;Portugues;
1981-12-12;Universitaria;Completó;Portugues;
1981-12-12;Universitaria;Completó;Portugues;
1981-12-12;Universitaria;Completó;Portugues;
1982-01-18;Secundaria;Completó;Inglés;
1982-01-18;Primaria;Completó;Inglés;
1982-01-18;Terciaria;Incompleto;Inglés;
1982-01-18;Secundaria;Completó;Inglés;
1982-01-18;Primaria;Completó;Inglés;
1982-01-18;Terciaria;Incompleto;Inglés;
1982-01-18;Secundaria;Completó;Portugues;
1982-01-18;Primaria;Completó;Portugues;
1982-01-18;Terciaria;Incompleto;Portugues;
1988-06-13;Secundaria;Completó;Inglés;
1988-06-13;Terciaria;En Curso;Inglés;
1987-03-23;Secundaria;Incompleto;Inglés;
1987-03-23;Primaria;Completó;Inglés;
1987-03-23;Secundaria;Incompleto;Inglés;
1987-03-23;Primaria;Completó;Inglés;
1988-06-13;Secundaria;Completó;Inglés;
1988-06-13;Terciaria;En Curso;Inglés;
1987-03-23;Secundaria;Incompleto;Inglés;
1987-03-23;Primaria;Completó;Inglés;
1961-10-27;Terciaria;Completó;Ruso;
1961-10-27;Terciaria;Completó;Ruso;
1961-10-27;Terciaria;Completó;Ruso;
1990-09-29;Universitaria;Completó;Inglés;
1990-09-29;Universitaria;Completó;Inglés;
1990-09-29;Universitaria;Completó;Inglés;
1990-09-29;Universitaria;Completó;Portugues;
1990-09-29;Universitaria;Completó;Portugues;
1990-09-29;Universitaria;Completó;Portugues;
1981-10-29;Secundaria;Completó;Inglés;
1981-10-29;Secundaria;Completó;Inglés;
1981-10-29;Secundaria;Completó;Inglés;
1997-12-26;Primaria;Completó;Inglés;
1997-12-26;Secundaria;Incompleto;Inglés;
1996-07-09;Secundaria;En Curso;Inglés;
1996-07-09;Secundaria;En Curso;Inglés;
1996-07-09;Secundaria;En Curso;Inglés;
1985-10-23;Secundaria;Completó;Inglés;
1985-10-23;Secundaria;Completó;Inglés;
1985-10-23;Secundaria;Completó;Inglés;
1985-10-23;Secundaria;Completó;Portugues;
1994-06-25;Secundaria;Incompleto;Inglés;
1994-06-25;Secundaria;Incompleto;Inglés;
1994-06-25;Secundaria;Incompleto;Inglés;
1961-05-23;Secundaria;Completó;Portugues;
1961-05-23;Terciaria;Completó;Portugues;
1995-06-01;Primaria;Completó;Inglés;
1995-06-01;Secundaria;En Curso;Inglés;
1986-04-17;Secundaria;Completó;Portugues;
1986-04-17;Primaria;Completó;Portugues;
1986-04-17;Universitaria;Incompleto;Portugues;
1986-04-17;Secundaria;Completó;Inglés;
1986-04-17;Primaria;Completó;Inglés;
1986-04-17;Universitaria;Incompleto;Inglés;
1993-11-07;Secundaria;Completó;Inglés;
1993-11-07;Terciaria;Completó;Inglés;
1993-11-07;Secundaria;Completó;Inglés;
1993-11-07;Terciaria;Completó;Inglés;
1993-11-07;Secundaria;Completó;Inglés;
1993-11-07;Terciaria;Completó;Inglés;
1993-06-22;Secundaria;Completó;Inglés;
